The Hon. Richard Marles			5/3/2012	28/10/2012	Parliamentary Secretary for Pacific Island Affairs
Senator the Hon Jan McLucas		5/3/2012	28/10/2012	Parliamentary Secretary to the Prime Minister
Senator the Hon Jan McLucas		5/3/2012	28/10/2012	Parliamentary Secretary for Disabilities and Carers
Senator the Hon Jacinta Collins	5/3/2012	28/10/2012	Parliamentary Secretary for School Education and Workplace Relations
Senator the Hon Jacinta Collins	5/3/2012	28/10/2012	Manager of Government Business in the Senate
The Hon Mark Dreyfus, QC, MP	5/3/2012	28/10/2012	Cabinet Secretary
The Hon Mark Dreyfus, QC, MP	5/3/2012	28/10/2012	Parliamentary Secretary for Climate Change and Energy Efficiency
The Hon Mark Dreyfus, QC, MP	5/3/2012	28/10/2012	Parliamentary Secretary for Industry and Innovation
Senator the Hon Don Farrell		5/3/2012	28/10/2012	Parliamentary Secretary for Sustainability and Urban Water
Senator the Hon David Feeney	5/3/2012	28/10/2012	Parliamentary Secretary for Defence
The Hon Catherine King, MP		5/3/2012	28/10/2012	Parliamentary Secretary for Health and Ageing
The Hon Catherine King, MP		5/3/2012	28/10/2012	Parliamentary Secretary for Infrastructure and Transport
The Hon Sid Sidebottom, MP		5/3/2012	28/10/2012	Parliamentary Secretary for Agriculture, Fisheries and Forestry
The Hon. Bernie Ripoll, MP		5/3/2012	28/10/2012	Parliamentary Secretary to the Treasurer
The Hon Sharon Bird, MP			5/3/2012	28/10/2012	Parliamentary Secretary for Higher Education and Skills
